,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2015,5.893602e-09,146941430000000.0
1,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2016,5.934073e-09,146941430000000.0
2,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2017,5.7639444e-09,146941430000000.0
3,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2018,5.909598e-09,146941430000000.0
4,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2019,5.8697283e-09,146941430000000.0
5,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2020,5.932908e-09,146941430000000.0
6,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2021,5.9007568e-09,146941430000000.0
7,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2022,5.960039e-09,146941430000000.0
8,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2023,6.249796e-09,146941430000000.0
9,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2024,5.9586793e-09,146941430000000.0
10,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2025,6.232091e-09,146941430000000.0
11,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2026,6.2279075e-09,146941430000000.0
12,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2027,6.1716867e-09,146941430000000.0
13,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2028,6.384999e-09,146941430000000.0
14,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2029,6.348986e-09,146941430000000.0
15,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2030,6.414266e-09,146941430000000.0
16,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2031,6.221056e-09,146941430000000.0
17,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2032,6.275139e-09,146941430000000.0
18,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2033,6.4253443e-09,146941430000000.0
19,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2034,6.54749e-09,146941430000000.0
20,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2035,6.1920953e-09,146941430000000.0
21,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2036,6.650574e-09,146941430000000.0
22,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2037,6.2462355e-09,146941430000000.0
23,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2038,6.416911e-09,146941430000000.0
24,npp,ssp126,kg m-2 s-1,mon,r2i1p1f1,MPI-ESM1-2-HR,2039,6.2191954e-09,146941430000000.0
