,variable,experiment,units,frequency,ensemble,model,year,value,land_area
0,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1850,4.7439537e-09,146941430000000.0
1,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1851,4.8468665e-09,146941430000000.0
2,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1852,5.0144315e-09,146941430000000.0
3,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1853,5.119577e-09,146941430000000.0
4,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1854,4.8087805e-09,146941430000000.0
5,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1855,4.98382e-09,146941430000000.0
6,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1856,4.895758e-09,146941430000000.0
7,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1857,4.814069e-09,146941430000000.0
8,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1858,4.71264e-09,146941430000000.0
9,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1859,4.8317275e-09,146941430000000.0
10,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1860,4.9109934e-09,146941430000000.0
11,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1861,4.9648574e-09,146941430000000.0
12,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1862,4.71024e-09,146941430000000.0
13,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1863,4.813482e-09,146941430000000.0
14,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1864,4.868986e-09,146941430000000.0
15,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1865,4.899705e-09,146941430000000.0
16,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1866,4.911273e-09,146941430000000.0
17,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1867,5.036958e-09,146941430000000.0
18,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1868,4.7575988e-09,146941430000000.0
19,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1869,4.7920925e-09,146941430000000.0
20,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1870,4.9270654e-09,146941430000000.0
21,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1871,4.8419997e-09,146941430000000.0
22,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1872,4.8609206e-09,146941430000000.0
23,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1873,4.70309e-09,146941430000000.0
24,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1874,4.64166e-09,146941430000000.0
25,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1875,4.8217923e-09,146941430000000.0
26,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1876,4.8417546e-09,146941430000000.0
27,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1877,4.845901e-09,146941430000000.0
28,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1878,4.6927204e-09,146941430000000.0
29,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1879,4.640882e-09,146941430000000.0
30,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1880,4.6828754e-09,146941430000000.0
31,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1881,4.5864383e-09,146941430000000.0
32,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1882,4.7468514e-09,146941430000000.0
33,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1883,4.852272e-09,146941430000000.0
34,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1884,4.687525e-09,146941430000000.0
35,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1885,4.6028545e-09,146941430000000.0
36,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1886,4.7041233e-09,146941430000000.0
37,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1887,4.6615516e-09,146941430000000.0
38,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1888,4.788133e-09,146941430000000.0
39,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1889,4.8134523e-09,146941430000000.0
40,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1890,4.6219397e-09,146941430000000.0
41,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1891,4.8214255e-09,146941430000000.0
42,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1892,4.8219615e-09,146941430000000.0
43,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1893,4.7374344e-09,146941430000000.0
44,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1894,4.732409e-09,146941430000000.0
45,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1895,4.8354556e-09,146941430000000.0
46,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1896,4.883706e-09,146941430000000.0
47,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1897,4.8009903e-09,146941430000000.0
48,npp,historical,kg m-2 s-1,mon,r6i1p1f1,MPI-ESM1-2-HR,1898,4.759705e-09,146941430000000.0
